Order_id,customer_name,order_date,delivery_date,item_type,quantity,Order_Status,Shipping_Method,Unit_Price,Region,Discount
295,Customer_31,2/20/2024,2/25/2024,Clothing,53,Delivered,Same Day,34.06,West,0.2
296,Customer_35,5/26/2024,6/3/2024,Furniture,86,Delivered,Pickup,325.06,East,0.2
297,Customer_7,2/19/2024,2/29/2024,Electronics,3,Delivered,Pickup,416.94,Central,0.1
298,Customer_42,12/22/2024,1/1/2025,Furniture,70,Pending,Pickup,307.07,Central,0.1
299,Customer_12,12/4/2024,12/11/2024,Food,83,Pending,Express,15.86,South,0.1
300,Customer_28,4/12/2024,4/17/2024,Electronics,26,Delivered,Pickup,465.7,North,0.15
301,Customer_7,4/1/2024,4/6/2024,Furniture,82,Delivered,Express,255.34,Central,0
302,Customer_1,2/24/2024,3/9/2024,Furniture,72,Delivered,Pickup,324.34,West,0.1
303,Customer_11,3/19/2024,4/2/2024,Electronics,95,Delivered,Express,589.42,South,0.15
304,Customer_38,7/31/2024,8/5/2024,Books,75,Delivered,Express,29.97,Central,0.15
305,Customer_32,1/20/2024,1/27/2024,Clothing,20,Shipped,Standard,46.6,Central,0.2
306,Customer_3,5/31/2024,6/6/2024,Furniture,98,Shipped,Same Day,251.21,West,0.05
307,Customer_18,4/16/2024,4/27/2024,Electronics,20,Delivered,Pickup,534.09,South,0.05
308,Customer_19,6/3/2024,6/12/2024,Furniture,94,Delivered,Same Day,301.02,South,0.1
309,Customer_45,11/30/2024,12/11/2024,Furniture,96,Delivered,Same Day,242.19,North,0
310,Customer_3,6/1/2024,6/4/2024,Furniture,10,Delivered,Standard,277.06,Central,0
311,Customer_15,1/3/2024,1/4/2024,Food,4,Delivered,Same Day,17.71,North,0
312,Customer_17,2/4/2024,2/16/2024,Clothing,24,Shipped,Same Day,37.47,South,0.15
313,Customer_20,12/10/2024,12/16/2024,Food,26,Shipped,Pickup,16.6,North,0.15
314,Customer_11,2/10/2024,2/24/2024,Clothing,38,Shipped,Express,35.07,West,0.15
315,Customer_8,6/13/2024,6/26/2024,Clothing,75,Delivered,Pickup,48,East,0.2
316,Customer_8,11/19/2024,11/22/2024,Food,4,Delivered,Pickup,12.93,West,0.15
317,Customer_27,8/9/2024,8/15/2024,Books,77,Delivered,Same Day,22.96,South,0
318,Customer_50,9/14/2024,9/15/2024,Books,33,Delivered,Same Day,27.88,West,0
319,Customer_11,6/3/2024,6/14/2024,Food,18,Shipped,Pickup,15.05,South,0.05
320,Customer_1,5/26/2024,6/6/2024,Furniture,43,Delivered,Pickup,304.77,West,0
321,Customer_1,11/25/2024,11/27/2024,Food,90,Delivered,Same Day,16.43,Central,0.15
322,Customer_17,3/13/2024,3/16/2024,Clothing,35,Cancelled,Express,40.42,Central,0.15
323,Customer_40,7/31/2024,8/9/2024,Books,26,Delivered,Express,26.62,West,0.1
324,Customer_45,4/18/2024,4/22/2024,Books,4,Delivered,Pickup,28.76,North,0.2
325,Customer_41,5/13/2024,5/22/2024,Food,59,Pending,Express,15.71,South,0
326,Customer_5,8/21/2024,8/25/2024,Furniture,79,Delivered,Pickup,311.67,Central,0.2
327,Customer_1,11/28/2024,12/6/2024,Clothing,15,Delivered,Standard,34.47,South,0
328,Customer_49,9/5/2024,9/17/2024,Furniture,91,Delivered,Same Day,261.7,Central,0.05
329,Customer_7,10/16/2024,10/25/2024,Electronics,3,Delivered,Pickup,538.57,East,0.05
330,Customer_31,9/13/2024,9/18/2024,Electronics,30,Delivered,Pickup,524.95,West,0.2
331,Customer_4,11/30/2024,12/3/2024,Clothing,97,Delivered,Pickup,46.44,Central,0.15
332,Customer_10,4/30/2024,5/10/2024,Food,32,Shipped,Express,16.33,West,0.1
333,Customer_7,5/20/2024,5/31/2024,Books,72,Delivered,Pickup,20.44,East,0
334,Customer_50,2/10/2024,2/13/2024,Food,94,Shipped,Standard,14.19,South,0
335,Customer_48,6/11/2024,6/15/2024,Books,65,Delivered,Express,27.2,West,0.1
336,Customer_20,11/16/2024,11/21/2024,Electronics,91,Delivered,Same Day,593.92,Central,0.2
337,Customer_14,8/9/2024,8/17/2024,Books,62,Shipped,Standard,26.11,East,0.2
338,Customer_42,5/24/2024,5/31/2024,Clothing,69,Delivered,Pickup,44.04,Central,0
339,Customer_31,4/29/2024,5/1/2024,Electronics,4,Delivered,Standard,556.76,East,0.05
340,Customer_49,10/31/2024,11/4/2024,Clothing,48,Delivered,Pickup,35.74,East,0.1
341,Customer_27,3/24/2024,3/25/2024,Electronics,25,Delivered,Standard,447.83,Central,0
342,Customer_42,5/19/2024,5/22/2024,Food,1,Shipped,Express,17.79,West,0.05
343,Customer_37,12/6/2024,12/13/2024,Clothing,40,Pending,Pickup,44.55,South,0.2
344,Customer_7,7/4/2024,7/7/2024,Food,64,Shipped,Express,17.42,South,0.05
345,Customer_26,2/22/2024,3/4/2024,Electronics,66,Delivered,Standard,438.8,East,0.15
346,Customer_6,5/15/2024,5/29/2024,Food,80,Delivered,Pickup,16.07,Central,0
347,Customer_13,9/15/2024,9/16/2024,Electronics,1,Cancelled,Same Day,514.08,East,0.1
348,Customer_35,1/31/2024,2/14/2024,Food,65,Shipped,Same Day,14.64,South,0.05
349,Customer_45,6/15/2024,6/23/2024,Food,35,Delivered,Pickup,16.62,East,0.2
350,Customer_48,3/7/2024,3/13/2024,Food,7,Delivered,Standard,16.67,East,0.05
351,Customer_22,3/20/2024,3/23/2024,Electronics,11,Cancelled,Same Day,500.58,South,0.2
352,Customer_49,1/24/2024,2/7/2024,Food,68,Delivered,Pickup,14.51,West,0.15
353,Customer_2,8/2/2024,8/10/2024,Food,10,Delivered,Same Day,12.97,East,0.2
354,Customer_18,1/17/2024,1/27/2024,Furniture,28,Shipped,Pickup,263.96,West,0.1
355,Customer_17,1/22/2024,1/24/2024,Electronics,13,Cancelled,Standard,520.93,East,0.15
356,Customer_43,10/23/2024,11/1/2024,Books,56,Shipped,Standard,28.73,Central,0.05
357,Customer_16,11/25/2024,11/27/2024,Furniture,37,Cancelled,Express,246.26,East,0
358,Customer_48,6/24/2024,7/1/2024,Electronics,95,Shipped,Same Day,496.12,East,0.2
359,Customer_40,5/18/2024,5/24/2024,Furniture,51,Shipped,Express,284.55,North,0.1
360,Customer_27,3/30/2024,4/9/2024,Books,28,Delivered,Standard,29.34,Central,0
361,Customer_27,1/31/2024,2/9/2024,Food,56,Delivered,Pickup,16.27,Central,0
362,Customer_29,9/19/2024,9/30/2024,Electronics,95,Delivered,Standard,503.18,West,0.15
363,Customer_49,9/26/2024,10/7/2024,Electronics,32,Delivered,Standard,424.94,West,0.05
364,Customer_37,3/29/2024,4/6/2024,Electronics,79,Delivered,Pickup,416.78,East,0
365,Customer_27,3/14/2024,3/19/2024,Clothing,13,Delivered,Express,34.56,South,0.1
366,Customer_4,4/16/2024,4/17/2024,Clothing,68,Delivered,Same Day,39.19,East,0.2
367,Customer_35,2/6/2024,2/18/2024,Clothing,59,Shipped,Standard,40.21,North,0.2
368,Customer_33,4/16/2024,4/26/2024,Food,87,Delivered,Standard,16.99,East,0.2
369,Customer_5,4/30/2024,5/14/2024,Clothing,72,Pending,Same Day,33.47,North,0.15
370,Customer_1,4/5/2024,4/12/2024,Electronics,78,Delivered,Standard,582.1,East,0.1
371,Customer_13,12/16/2024,12/17/2024,Books,24,Delivered,Same Day,28.17,West,0
372,Customer_28,9/21/2024,10/1/2024,Furniture,88,Delivered,Same Day,346.16,East,0.1
373,Customer_37,3/14/2024,3/28/2024,Electronics,68,Delivered,Same Day,586.09,West,0.15
374,Customer_47,10/10/2024,10/24/2024,Electronics,90,Delivered,Pickup,482.98,South,0.15
375,Customer_34,12/2/2024,12/10/2024,Electronics,32,Delivered,Express,479.29,South,0.05
376,Customer_19,8/26/2024,9/6/2024,Books,12,Pending,Express,23.74,Central,0.1
377,Customer_10,3/2/2024,3/16/2024,Books,47,Delivered,Pickup,23.86,East,0.2
378,Customer_18,2/15/2024,2/29/2024,Clothing,39,Delivered,Express,33.31,Central,0.15
379,Customer_12,2/20/2024,2/25/2024,Food,91,Delivered,Express,13.35,East,0.15
380,Customer_31,5/14/2024,5/25/2024,Books,82,Delivered,Express,23.19,South,0.05
381,Customer_27,2/15/2024,2/23/2024,Furniture,36,Delivered,Standard,251.89,North,0.2
382,Customer_36,5/18/2024,5/31/2024,Food,39,Delivered,Pickup,16.29,Central,0.15
383,Customer_13,10/17/2024,10/29/2024,Clothing,72,Delivered,Express,37.36,Central,0
384,Customer_32,9/19/2024,10/1/2024,Electronics,56,Delivered,Pickup,429.21,South,0.2
385,Customer_7,7/24/2024,8/1/2024,Furniture,8,Delivered,Express,244.6,South,0.1
386,Customer_24,11/22/2024,12/5/2024,Clothing,88,Shipped,Express,46.68,North,0.05
387,Customer_17,2/27/2024,3/11/2024,Food,79,Shipped,Pickup,14.83,Central,0
388,Customer_49,8/27/2024,9/7/2024,Clothing,73,Delivered,Same Day,45.3,South,0
389,Customer_46,10/8/2024,10/12/2024,Clothing,55,Delivered,Pickup,44.14,South,0.1
390,Customer_8,12/1/2024,12/9/2024,Food,67,Delivered,Same Day,14.81,North,0.05
391,Customer_31,5/17/2024,5/28/2024,Food,42,Delivered,Standard,15.69,North,0.15
392,Customer_34,7/15/2024,7/21/2024,Clothing,69,Delivered,Pickup,46.49,West,0.05
393,Customer_16,3/31/2024,4/13/2024,Food,67,Delivered,Same Day,12.11,East,0.15
394,Customer_22,7/18/2024,7/30/2024,Electronics,71,Delivered,Express,443.13,West,0.1
395,Customer_24,4/29/2024,5/4/2024,Books,58,Pending,Standard,21.5,North,0.1
396,Customer_19,6/18/2024,6/25/2024,Electronics,89,Shipped,Pickup,588.05,South,0
397,Customer_15,3/28/2024,4/1/2024,Books,48,Delivered,Same Day,26.09,North,0
398,Customer_32,6/18/2024,6/26/2024,Furniture,3,Delivered,Same Day,290.79,Central,0
399,Customer_2,5/25/2024,5/29/2024,Books,73,Delivered,Pickup,27.76,South,0.1
400,Customer_4,5/19/2024,5/30/2024,Books,90,Delivered,Same Day,22.38,West,0.15
401,Customer_24,4/2/2024,4/15/2024,Food,10,Delivered,Pickup,12.73,West,0.1
402,Customer_6,3/3/2024,3/15/2024,Furniture,51,Shipped,Same Day,268.61,West,0.1
403,Customer_17,8/26/2024,8/29/2024,Electronics,38,Delivered,Express,527.79,South,0
404,Customer_40,11/1/2024,11/7/2024,Furniture,63,Delivered,Pickup,314.74,East,0.05
405,Customer_12,2/14/2024,2/27/2024,Books,6,Delivered,Pickup,20.63,East,0
406,Customer_49,10/7/2024,10/20/2024,Furniture,21,Shipped,Standard,340.4,East,0.05
407,Customer_42,8/2/2024,8/15/2024,Furniture,69,Pending,Express,299.98,North,0.15
408,Customer_14,8/19/2024,9/1/2024,Clothing,46,Delivered,Pickup,40.58,North,0.15
409,Customer_18,8/20/2024,8/24/2024,Food,68,Delivered,Same Day,15.79,Central,0.2
410,Customer_19,12/22/2024,12/25/2024,Food,1,Delivered,Same Day,15.45,South,0.2
411,Customer_35,3/5/2024,3/7/2024,Furniture,46,Delivered,Same Day,326.23,Central,0.2
412,Customer_21,1/18/2024,1/23/2024,Electronics,98,Delivered,Standard,458.25,North,0.15
413,Customer_8,11/2/2024,11/4/2024,Electronics,24,Delivered,Pickup,400.31,South,0
414,Customer_22,4/30/2024,5/4/2024,Electronics,40,Shipped,Same Day,470.56,West,0
415,Customer_45,4/5/2024,4/14/2024,Books,87,Shipped,Standard,25.71,South,0
416,Customer_12,10/16/2024,10/24/2024,Clothing,60,Pending,Standard,35,North,0.1
417,Customer_24,3/9/2024,3/19/2024,Books,96,Shipped,Pickup,26.68,West,0.2
418,Customer_2,1/10/2024,1/22/2024,Clothing,68,Delivered,Same Day,40.38,West,0
419,Customer_47,7/15/2024,7/22/2024,Clothing,15,Delivered,Express,37.77,South,0.2
420,Customer_8,5/30/2024,6/3/2024,Books,91,Pending,Same Day,29.53,East,0.2
421,Customer_41,12/17/2024,12/23/2024,Furniture,51,Delivered,Express,305.29,North,0.1
422,Customer_49,6/12/2024,6/17/2024,Food,83,Delivered,Express,16.72,North,0.15
423,Customer_33,5/2/2024,5/11/2024,Books,69,Shipped,Same Day,25.08,East,0
424,Customer_21,12/12/2024,12/26/2024,Food,66,Delivered,Express,12.12,Central,0.1
425,Customer_29,1/18/2024,1/30/2024,Food,58,Delivered,Standard,17.24,Central,0.15
426,Customer_18,10/9/2024,10/12/2024,Clothing,40,Shipped,Standard,32.7,North,0.15
427,Customer_40,11/13/2024,11/17/2024,Clothing,58,Delivered,Same Day,38.19,East,0
428,Customer_5,11/12/2024,11/20/2024,Books,40,Pending,Pickup,23.73,East,0.2
429,Customer_30,8/28/2024,9/6/2024,Books,98,Delivered,Standard,27.47,West,0.05
430,Customer_33,2/24/2024,3/9/2024,Food,34,Delivered,Same Day,14.14,Central,0.2
431,Customer_16,7/9/2024,7/12/2024,Food,4,Shipped,Express,12.41,Central,0.2
432,Customer_28,5/11/2024,5/16/2024,Books,27,Delivered,Standard,22.41,West,0.05
433,Customer_36,3/8/2024,3/17/2024,Books,14,Shipped,Same Day,26.57,South,0.15
434,Customer_12,6/28/2024,7/1/2024,Food,19,Cancelled,Same Day,12.62,Central,0.05
435,Customer_43,1/30/2024,2/4/2024,Furniture,5,Delivered,Pickup,309.83,West,0.05
436,Customer_6,6/17/2024,6/27/2024,Books,84,Pending,Express,27.57,East,0.1
437,Customer_5,12/16/2024,12/23/2024,Electronics,69,Shipped,Express,426.68,South,0.1
438,Customer_15,6/29/2024,7/13/2024,Books,47,Delivered,Express,23.52,North,0.1
439,Customer_39,2/29/2024,3/6/2024,Clothing,79,Delivered,Same Day,37.42,East,0.15
440,Customer_24,8/12/2024,8/14/2024,Clothing,88,Delivered,Same Day,42.28,South,0.05
441,Customer_30,1/5/2024,1/9/2024,Food,32,Delivered,Express,16.98,West,0
442,Customer_1,3/26/2024,4/9/2024,Electronics,11,Cancelled,Same Day,536.94,East,0.05
443,Customer_35,8/1/2024,8/4/2024,Books,72,Delivered,Pickup,29.81,South,0.15
444,Customer_46,2/24/2024,2/27/2024,Electronics,64,Cancelled,Same Day,495.71,North,0.1
445,Customer_49,11/1/2024,11/7/2024,Electronics,46,Delivered,Same Day,436.46,East,0.15
446,Customer_44,2/19/2024,2/26/2024,Electronics,93,Delivered,Standard,426.97,East,0.1
447,Customer_5,1/20/2024,1/29/2024,Clothing,24,Delivered,Pickup,43.46,Central,0.15
448,Customer_23,5/11/2024,5/25/2024,Clothing,71,Delivered,Standard,47.1,South,0
449,Customer_17,3/9/2024,3/16/2024,Books,39,Delivered,Express,20.37,South,0.1
450,Customer_19,8/12/2024,8/13/2024,Books,99,Delivered,Express,22.02,Central,0.1
451,Customer_1,2/29/2024,3/1/2024,Books,54,Delivered,Pickup,27.91,West,0.05
452,Customer_34,12/27/2024,1/8/2025,Furniture,54,Delivered,Same Day,346.29,West,0.15
453,Customer_8,3/23/2024,3/24/2024,Books,95,Delivered,Standard,23.16,Central,0.2
454,Customer_12,6/14/2024,6/22/2024,Furniture,89,Shipped,Pickup,277.21,East,0.2
455,Customer_12,8/7/2024,8/14/2024,Books,34,Shipped,Standard,23.98,North,0.05
456,Customer_2,9/26/2024,10/2/2024,Electronics,52,Delivered,Same Day,563.08,West,0.15
457,Customer_8,1/6/2024,1/7/2024,Food,21,Delivered,Standard,14.84,North,0
458,Customer_25,2/27/2024,3/6/2024,Electronics,59,Delivered,Pickup,407.32,South,0.05
459,Customer_11,5/14/2024,5/16/2024,Food,46,Delivered,Same Day,15.88,South,0.1
460,Customer_46,11/24/2024,12/3/2024,Books,52,Shipped,Same Day,22.86,West,0
461,Customer_24,12/23/2024,12/28/2024,Clothing,57,Pending,Pickup,45.79,East,0.15
462,Customer_10,5/23/2024,5/27/2024,Food,93,Shipped,Same Day,12.29,South,0.1
463,Customer_11,9/4/2024,9/9/2024,Electronics,62,Shipped,Standard,531.15,North,0.2
464,Customer_8,12/23/2024,1/2/2025,Books,49,Delivered,Express,22.73,East,0.15
465,Customer_37,1/16/2024,1/24/2024,Clothing,37,Delivered,Pickup,44.79,West,0.1
466,Customer_33,7/30/2024,8/2/2024,Clothing,64,Shipped,Standard,38.99,South,0.15
467,Customer_6,10/26/2024,11/5/2024,Books,18,Shipped,Same Day,24,West,0.1
468,Customer_35,3/25/2024,3/31/2024,Furniture,43,Delivered,Express,292.77,East,0.15
469,Customer_10,7/5/2024,7/18/2024,Books,98,Delivered,Standard,29.56,East,0.2
470,Customer_11,10/23/2024,10/31/2024,Furniture,4,Pending,Pickup,280.68,East,0.05
471,Customer_2,10/14/2024,10/24/2024,Food,12,Delivered,Same Day,13.12,Central,0.1
472,Customer_40,3/22/2024,3/26/2024,Books,14,Delivered,Pickup,26.92,Central,0.1
473,Customer_49,3/6/2024,3/20/2024,Food,85,Delivered,Standard,14.2,North,0.2
474,Customer_6,10/5/2024,10/15/2024,Electronics,79,Shipped,Express,559.46,East,0.05
475,Customer_3,2/21/2024,2/26/2024,Food,32,Delivered,Standard,13.6,East,0.15
476,Customer_36,11/8/2024,11/21/2024,Furniture,10,Delivered,Standard,249.91,South,0.1
477,Customer_8,5/12/2024,5/26/2024,Food,57,Delivered,Same Day,14.55,North,0.05
478,Customer_24,7/21/2024,7/26/2024,Furniture,48,Delivered,Pickup,291.67,North,0.15
479,Customer_6,10/17/2024,10/20/2024,Books,24,Delivered,Standard,29.95,West,0.1
480,Customer_8,9/3/2024,9/4/2024,Furniture,76,Delivered,Standard,261.65,East,0.1
481,Customer_15,11/25/2024,12/2/2024,Books,53,Delivered,Express,22.94,South,0.15
482,Customer_12,5/15/2024,5/19/2024,Electronics,18,Pending,Express,420.52,West,0.2
483,Customer_5,7/20/2024,7/24/2024,Furniture,92,Delivered,Pickup,279.35,Central,0.05
484,Customer_47,1/2/2024,1/14/2024,Books,25,Delivered,Pickup,22.96,East,0.1
485,Customer_10,9/3/2024,9/12/2024,Books,52,Delivered,Same Day,24.46,North,0.15
486,Customer_36,8/28/2024,9/2/2024,Furniture,62,Cancelled,Pickup,326.12,East,0.1
487,Customer_46,12/9/2024,12/17/2024,Clothing,16,Delivered,Express,34.67,East,0.15
488,Customer_18,3/20/2024,3/24/2024,Electronics,40,Delivered,Pickup,488.78,Central,0.1
489,Customer_46,3/3/2024,3/8/2024,Electronics,92,Delivered,Standard,489.43,South,0
490,Customer_5,1/4/2024,1/9/2024,Books,70,Delivered,Pickup,27.27,South,0.2
491,Customer_13,4/12/2024,4/19/2024,Books,35,Shipped,Pickup,29.12,South,0.05
492,Customer_6,5/22/2024,5/27/2024,Furniture,53,Shipped,Same Day,313.78,West,0.2
493,Customer_16,10/2/2024,10/4/2024,Books,33,Delivered,Standard,24.35,South,0.2
494,Customer_45,4/23/2024,5/6/2024,Clothing,20,Pending,Same Day,42.23,West,0.05
495,Customer_21,9/17/2024,10/1/2024,Clothing,44,Delivered,Express,44.66,Central,0.2
496,Customer_32,4/8/2024,4/22/2024,Clothing,40,Delivered,Pickup,32.92,East,0
497,Customer_11,11/29/2024,12/9/2024,Clothing,36,Delivered,Pickup,42.74,West,0.15
498,Customer_41,11/25/2024,12/6/2024,Electronics,45,Shipped,Express,481.24,Central,0.05
499,Customer_49,6/19/2024,6/22/2024,Clothing,60,Delivered,Same Day,40.21,West,0.15
500,Customer_29,10/28/2024,10/29/2024,Food,9,Shipped,Standard,16.5,Central,0.1
